device_id,uptime_hours,failures,avg_latency_ms,error_rate
D2422,1487,1,200.94,0.0507
D2423,2102,4,174.35,0.0052
D2424,1877,3,177.82,0.0339
D2425,1609,2,185.79,0.0795
D2426,1752,4,278.39,0.0206
D2427,2548,3,144.09,0.0505
D2428,515,1,241.1,0.0194
D2429,1601,2,192.73,0.0042
D2430,1547,2,196.1,0.0692
D2431,1067,1,185.3,0.0882
D2432,2786,4,210.03,0.0681
D2433,1230,3,254.73,0.0421
D2434,1269,2,195.82,0.0197
D2435,2838,3,254.78,0.0778
D2436,2056,0,199.36,0.0745
D2437,2811,3,183.93,0.016
D2438,2123,3,197.95,0.0699
D2439,1084,0,227.73,0.0038
D2440,938,0,133.47,0.0286
D2441,1557,1,280.81,0.0475
D2442,1991,1,149.09,0.0109
D2443,2263,2,231.63,0.0462
D2444,2096,5,137.86,0.0993
D2445,2848,4,286.59,0.0156
D2446,1385,2,115.61,0.0225
D2447,1071,2,152.31,0.0414
D2448,2750,3,173.31,0.0644
D2449,1046,0,249.98,0.0503
D2450,2465,1,243.67,0.0773
D2451,2112,4,147.3,0.0045
D2452,2546,5,236.34,0.0509
D2453,2466,5,156.51,0.0134
D2454,2390,1,259.93,0.0204
D2455,1061,1,199.81,0.0807
D2456,1139,2,205.38,0.0297
D2457,2786,3,110.76,0.0218
D2458,1946,2,208.54,0.0055
D2459,1905,5,258.58,0.0098
D2460,858,1,118.31,0.0166
D2461,860,2,257.14,0.0068
D2462,1665,2,205.67,0.0248
D2463,1805,4,86.9,0.053
D2464,1755,0,266.59,0.0463
D2465,2589,9,149.95,0.0333
D2466,1088,4,180.22,0.0802
D2467,758,0,308.63,0.084
D2468,835,1,199.28,0.0191
D2469,1353,3,236.64,0.0626
D2470,1573,6,165.19,0.0541
D2471,2480,5,243.33,0.0848
D2472,2178,4,188.19,0.099
D2473,2947,5,105.44,0.0343
D2474,1748,2,162.33,0.018
D2475,1124,1,132.83,0.049
D2476,2583,4,113.52,0.0551
D2477,2500,3,103.41,0.0345
D2478,537,0,154.51,0.0161
D2479,2013,4,311.02,0.0919
D2480,2899,5,191.26,0.0483
D2481,1303,0,194.3,0.0408
D2482,1238,2,199.44,0.005
D2483,2004,5,208.48,0.0239
D2484,1343,0,224.1,0.038
D2485,1928,2,104.19,0.0804
D2486,672,1,148.52,0.0126
D2487,757,1,197.86,0.0737
D2488,1139,1,203.71,0.0133
D2489,701,1,253.67,0.016
D2490,2071,1,240.73,0.0356
D2491,729,1,216.85,0.057
D2492,1599,0,208.11,0.0667
D2493,997,0,211.77,0.06
D2494,2824,1,202.83,0.08
D2495,1190,1,196.21,0.0519
D2496,1059,0,204.02,0.0333
D2497,2478,3,129.89,0.0482
D2498,956,0,200.2,0.0236
D2499,1520,1,176.61,0.0301
D2500,1314,3,256.64,0.0911
D2501,1176,0,227.35,0.0079
D2502,2985,3,266.4,0.0676
D2503,1061,0,160.0,0.0199
D2504,605,0,188.9,0.0337
D2505,571,1,211.47,0.0413
D2506,1787,1,132.71,0.0625
D2507,2272,8,132.09,0.0299
D2508,1676,1,195.39,0.0694
D2509,1531,2,184.48,0.0905
D2510,644,0,207.36,0.08
D2511,2946,2,233.5,0.0102
D2512,2505,4,212.69,0.07
D2513,545,0,142.87,0.0945
D2514,1202,0,273.62,0.0811
D2515,825,1,194.41,0.0776
D2516,1054,5,233.75,0.08
D2517,1697,2,244.53,0.0082
D2518,1526,1,245.24,0.058
D2519,2811,1,116.2,0.0912
D2520,1240,4,199.85,0.0085
D2521,2506,1,138.22,0.0136
D2522,2677,4,295.45,0.0803
D2523,1381,1,256.51,0.0557
D2524,2986,4,258.04,0.0551
D2525,1213,2,199.09,0.0844
D2526,611,0,239.75,0.0613
D2527,2438,2,220.7,0.0681
D2528,1751,1,198.47,0.0411
D2529,2026,3,224.46,0.0203
D2530,1804,0,223.59,0.0245
D2531,2811,3,185.49,0.0299
D2532,1467,3,88.26,0.0153
D2533,1021,2,285.12,0.0532
D2534,1112,1,145.16,0.0591
D2535,1333,1,219.89,0.0171
D2536,1849,3,134.3,0.024
D2537,1558,2,134.7,0.0591
D2538,2821,4,247.96,0.0415
D2539,675,0,104.07,0.0054
D2540,1894,3,120.43,0.0795
D2541,1655,0,165.39,0.0741
D2542,2045,4,264.51,0.0278
D2543,583,1,234.79,0.0786
D2544,1834,2,162.03,0.0265
D2545,1061,2,208.2,0.0708
D2546,2050,3,134.35,0.0105
D2547,2980,6,171.8,0.0026
D2548,2564,2,182.83,0.0145
D2549,2433,4,191.0,0.0899
D2550,1547,1,186.74,0.0241
D2551,649,2,269.73,0.0399
D2552,1875,2,238.27,0.0348
D2553,580,1,215.52,0.0694
D2554,1104,0,192.34,0.0372
D2555,2481,1,110.34,0.0573
D2556,2097,1,197.58,0.0699
D2557,2559,3,206.85,0.0718
D2558,2980,5,171.76,0.0371
D2559,1355,2,153.01,0.0565
D2560,2167,2,147.34,0.0805
D2561,1122,1,282.4,0.0077
D2562,2529,3,194.53,0.0593
D2563,1137,0,212.26,0.0561
D2564,2004,3,111.08,0.0298
D2565,1724,1,156.98,0.0985
D2566,539,0,199.44,0.0568
D2567,2655,5,224.29,0.0465
D2568,635,0,305.35,0.0686
D2569,635,0,100.55,0.0189
D2570,1168,1,201.52,0.0422
D2571,1761,1,301.77,0.0491
D2572,2088,3,268.16,0.0081
D2573,1423,3,132.34,0.0251
D2574,1573,3,233.64,0.0838
D2575,2422,0,152.71,0.0623
D2576,1145,2,193.32,0.043
D2577,1074,1,197.24,0.0152
D2578,1468,2,107.35,0.057
D2579,725,1,231.18,0.0151
D2580,2661,4,121.04,0.0949
D2581,1442,0,155.48,0.0946
D2582,909,2,167.09,0.0069
D2583,885,1,141.85,0.0549
D2584,1903,2,270.34,0.0588
D2585,1165,4,181.29,0.0168
D2586,2436,6,219.44,0.0747
D2587,1921,1,266.06,0.0947
D2588,2973,0,202.5,0.0577
D2589,1772,2,192.53,0.0071
D2590,2313,4,124.05,0.0463
D2591,1780,7,266.87,0.051
D2592,1897,2,187.26,0.0255
D2593,1301,1,276.05,0.0553
D2594,2755,3,175.03,0.0159
D2595,848,0,182.0,0.0643
D2596,2542,5,246.69,0.0902
D2597,2100,1,254.92,0.0382
D2598,1584,3,176.16,0.0615
D2599,2694,3,302.44,0.0421
D2600,1943,2,237.96,0.0991
D2601,1091,1,292.73,0.0616
D2602,1391,1,192.13,0.0693
D2603,2702,6,182.34,0.0781
D2604,2034,6,201.54,0.0659
D2605,2071,4,231.64,0.0683
D2606,1593,3,174.51,0.0541
D2607,756,2,68.21,0.0644
D2608,1483,3,155.53,0.045
D2609,1474,1,234.39,0.0361
D2610,1225,1,249.77,0.0194
D2611,2072,3,197.26,0.0206
D2612,1377,2,195.21,0.0023
D2613,2174,5,247.22,0.0943
D2614,2364,5,220.61,0.0467
D2615,2239,4,255.5,0.0354
D2616,2672,2,180.38,0.0994
D2617,614,1,179.52,0.0588
D2618,1267,1,152.47,0.0976
D2619,876,0,126.93,0.0239
D2620,2017,2,234.1,0.0503
D2621,2939,3,181.56,0.0332
D2622,2547,3,247.3,0.0477
D2623,2550,2,151.18,0.0717
D2624,807,0,248.77,0.0709
D2625,2839,5,87.16,0.0396
D2626,1062,1,280.35,0.0345
D2627,2249,4,140.55,0.0751
D2628,678,1,142.39,0.0924
D2629,516,1,250.92,0.0073
D2630,811,2,100.1,0.0745
D2631,2925,2,129.78,0.0794
D2632,968,2,245.5,0.0806
D2633,1773,1,226.43,0.0846
D2634,2272,2,174.32,0.0666
D2635,2773,3,182.04,0.0685
D2636,1325,3,187.13,0.0251
D2637,593,1,154.42,0.0599
D2638,2583,4,240.53,0.0786
D2639,1495,2,225.03,0.0927
D2640,888,2,111.25,0.0356
D2641,2163,1,245.31,0.075
D2642,2097,3,241.72,0.0023
D2643,1076,0,200.97,0.0983
D2644,925,1,229.14,0.0845
D2645,2490,1,264.83,0.0947
D2646,1256,1,163.32,0.0438
D2647,1063,0,145.62,0.0946
D2648,1840,0,124.01,0.021
D2649,2302,3,232.2,0.0521
D2650,679,0,321.37,0.005
D2651,701,0,158.4,0.0621
D2652,1812,1,145.75,0.0966
D2653,2291,0,205.27,0.0798
D2654,2032,3,229.02,0.0371
D2655,2057,4,216.72,0.0408
D2656,2330,4,272.87,0.0253
D2657,2757,2,203.1,0.0847
D2658,2556,8,163.63,0.0317
D2659,1178,1,170.69,0.0938
D2660,2223,2,213.87,0.0822
D2661,1653,3,211.11,0.0278
D2662,822,0,232.52,0.0785
D2663,859,0,149.3,0.0078
D2664,2235,2,236.31,0.0349
D2665,1243,0,169.01,0.0026
D2666,2998,6,225.12,0.0011
D2667,525,2,119.45,0.0106
D2668,528,1,154.01,0.0187
D2669,2842,4,204.95,0.0925
D2670,1332,1,244.82,0.0881
D2671,2309,3,125.51,0.0452
D2672,1536,1,223.51,0.0837
D2673,570,0,201.34,0.0558
D2674,1537,0,227.88,0.0962
D2675,1938,1,222.47,0.0582
D2676,2193,4,220.63,0.0456
D2677,1259,2,155.1,0.0168
D2678,1230,0,199.02,0.0964
D2679,632,1,130.21,0.0869
D2680,1455,5,202.55,0.0997
D2681,1584,1,214.1,0.0115
D2682,796,0,222.82,0.0529
D2683,739,1,251.0,0.0381
D2684,2990,8,226.74,0.0612
D2685,1707,1,261.77,0.0409
D2686,2003,2,231.86,0.0635
D2687,1344,1,195.95,0.042
D2688,2335,0,249.69,0.0577
D2689,2627,2,205.27,0.0817
D2690,2918,3,229.26,0.0652
D2691,2073,2,187.39,0.0105
D2692,2535,2,323.65,0.0355
D2693,2402,4,252.16,0.0224
D2694,1795,5,213.9,0.0179
D2695,2590,1,170.02,0.087
D2696,2273,5,221.54,0.0683
D2697,1540,4,218.9,0.0556
D2698,1075,0,181.14,0.0886
D2699,624,0,232.48,0.0549
D2700,861,0,114.63,0.0348
D2701,1358,3,278.95,0.0085
D2702,2941,8,225.32,0.024
D2703,1875,2,267.29,0.0738
D2704,504,1,230.92,0.0802
D2705,1791,2,237.35,0.0861
D2706,1280,0,133.94,0.0795
D2707,2293,2,169.44,0.0379
D2708,2114,1,237.21,0.0973
D2709,1120,3,100.98,0.0757
D2710,965,1,158.77,0.0762
D2711,2981,3,223.67,0.0406
D2712,1142,1,195.54,0.0503
D2713,751,0,143.32,0.0553
D2714,1111,0,217.07,0.097
D2715,573,0,122.11,0.0294
D2716,1551,2,235.39,0.0076
D2717,2391,6,257.84,0.0907
D2718,1407,1,256.31,0.0339
D2719,1635,3,233.13,0.0951
D2720,2527,2,251.74,0.0116
D2721,1143,2,222.92,0.0222
D2722,1807,1,216.89,0.0857
D2723,1517,0,164.72,0.0771
D2724,2513,4,189.6,0.0702
D2725,1868,3,172.8,0.0452
D2726,857,2,241.29,0.0888
D2727,2091,2,261.46,0.0902
D2728,1570,4,260.22,0.0395
D2729,1570,5,246.16,0.0873
D2730,1597,2,135.29,0.0832
D2731,2183,1,228.69,0.0864
D2732,2448,4,190.91,0.0475
D2733,2568,2,167.98,0.008
D2734,1139,3,201.08,0.0171
D2735,2133,3,191.04,0.0797
D2736,1724,1,195.23,0.0175
D2737,2159,2,150.9,0.0973
D2738,513,0,216.96,0.0484
D2739,1484,5,218.88,0.0717
D2740,2306,2,214.23,0.0891
D2741,529,1,125.44,0.0317
D2742,523,0,186.13,0.0626
D2743,2886,2,365.88,0.005
D2744,1212,2,237.22,0.066
D2745,2557,1,227.36,0.0813
D2746,1797,1,137.24,0.0891
D2747,740,0,221.27,0.0958
D2748,2467,5,248.62,0.0895
D2749,2519,7,168.81,0.071
D2750,1495,3,186.15,0.0339
D2751,1893,4,101.82,0.085
D2752,2377,5,166.38,0.0193
D2753,1954,1,287.58,0.0915
D2754,2795,2,290.75,0.0212
D2755,1447,1,237.52,0.0723
D2756,625,0,197.35,0.0594
D2757,1713,1,213.03,0.0551
D2758,2035,4,265.88,0.0328
D2759,2544,4,164.22,0.0945
D2760,2851,6,194.83,0.0686
D2761,591,0,270.41,0.048
D2762,1852,1,207.44,0.0045
D2763,2540,3,241.48,0.0913
D2764,1923,1,246.34,0.0016
D2765,1291,3,188.11,0.0548
D2766,811,1,176.34,0.0994
D2767,935,1,178.24,0.0416
D2768,2866,2,156.26,0.0381
D2769,867,4,248.26,0.0959
D2770,2779,3,253.37,0.0311
D2771,2248,1,45.87,0.0997
D2772,1051,1,220.07,0.0833
D2773,1858,2,173.87,0.0965
D2774,1937,6,195.85,0.0246
D2775,682,0,283.61,0.0811
D2776,550,0,149.87,0.0764
D2777,1574,2,165.93,0.0415
D2778,2025,2,167.05,0.0079
D2779,622,0,166.67,0.0411
D2780,2157,0,182.2,0.0887
D2781,1637,3,202.76,0.0519
D2782,2824,3,153.51,0.0145
D2783,2538,2,215.77,0.0361
D2784,1567,4,250.07,0.0573
D2785,2482,2,273.83,0.0764
D2786,1283,1,236.07,0.041
D2787,1566,2,179.71,0.0406
D2788,2134,1,176.12,0.0782
D2789,588,1,126.69,0.0341
D2790,1054,0,294.47,0.0226
D2791,1997,5,222.12,0.0326
D2792,603,1,110.55,0.0369
D2793,1306,0,144.52,0.0961
D2794,1452,1,175.86,0.0367
D2795,2577,4,218.89,0.0452
D2796,893,0,287.67,0.0472
D2797,1464,1,183.71,0.0482
D2798,1135,0,154.12,0.0099
D2799,2845,1,166.13,0.0891
D2800,697,1,261.46,0.0779
D2801,1018,1,314.59,0.0155
D2802,2094,2,258.69,0.0867
D2803,1834,3,234.81,0.0178
D2804,2603,2,273.57,0.0271
D2805,1138,3,242.52,0.0372
D2806,764,1,282.66,0.0645
D2807,2477,2,123.94,0.0236
D2808,510,1,163.08,0.0234
D2809,721,0,165.15,0.0824
D2810,887,1,133.25,0.0817
D2811,688,1,247.33,0.0229
D2812,1565,1,241.05,0.0226
D2813,863,2,228.1,0.088
D2814,1839,1,219.51,0.015
D2815,1156,1,237.7,0.0675
D2816,2224,2,236.15,0.0618
D2817,982,0,81.12,0.054
D2818,1313,1,235.01,0.0075
D2819,639,1,218.89,0.0996
D2820,946,2,190.14,0.0808
D2821,2131,6,182.0,0.0148
D2822,1495,2,187.61,0.0016
D2823,2631,2,233.25,0.0397
D2824,2992,4,202.05,0.0143
D2825,2878,4,235.27,0.0527
D2826,2326,0,182.86,0.0366
D2827,2896,4,179.9,0.046
D2828,2068,3,237.26,0.0923
D2829,2802,7,277.6,0.0533
D2830,2043,1,288.66,0.0903
D2831,2064,0,298.83,0.0942
D2832,1272,1,226.32,0.0147
D2833,2081,3,285.82,0.0905
D2834,2386,6,221.18,0.0147
D2835,2348,2,211.52,0.0098
D2836,2457,6,148.46,0.0399
D2837,1138,1,207.91,0.0533
D2838,1475,2,263.53,0.0732
D2839,1739,7,272.96,0.0037
D2840,651,2,189.63,0.0845
D2841,2760,7,199.62,0.0599
D2842,2935,1,257.75,0.0818
D2843,2327,3,180.49,0.0398
D2844,2092,4,200.29,0.0737
D2845,1356,2,281.19,0.0951
D2846,2339,4,102.45,0.0271
D2847,908,2,218.26,0.0502
D2848,1468,2,227.73,0.0026
D2849,2477,1,217.4,0.0157
D2850,961,0,131.72,0.0959
D2851,2591,2,249.14,0.0155
D2852,2433,1,151.93,0.0053
D2853,765,1,156.67,0.0511
D2854,1216,4,217.45,0.0878
D2855,1672,1,128.54,0.0512
D2856,2622,6,241.23,0.0191
D2857,2944,4,151.47,0.0799
D2858,1426,0,213.01,0.052
D2859,1431,2,231.7,0.0541
D2860,1639,1,220.37,0.0333
D2861,1534,1,216.55,0.0441
D2862,2712,3,179.48,0.0546
D2863,2080,1,204.76,0.0407
D2864,2544,4,192.1,0.0417
D2865,1423,1,152.36,0.0547
D2866,1465,1,246.47,0.0411
D2867,1234,1,221.64,0.0815
D2868,2815,7,148.22,0.0112
D2869,2096,1,264.69,0.0087
D2870,628,0,161.23,0.0995
D2871,1094,0,169.8,0.0635
D2872,2951,3,183.26,0.0971
D2873,1321,0,215.32,0.0918
D2874,1315,1,140.72,0.0635
D2875,1138,0,197.38,0.0216
D2876,701,0,229.0,0.0675
D2877,2303,5,301.49,0.0817
D2878,1692,3,166.41,0.0124
D2879,2644,4,185.16,0.0038
D2880,2387,2,282.61,0.0227
D2881,2832,0,196.08,0.099
D2882,2558,4,211.53,0.0992
D2883,976,0,200.41,0.0703
D2884,1761,0,203.91,0.0942
D2885,2259,5,142.33,0.0678
D2886,2554,5,287.26,0.027
D2887,2264,5,176.32,0.0916
D2888,1918,5,152.08,0.0157
D2889,1109,2,210.09,0.0619
D2890,1952,1,245.17,0.048
D2891,622,0,191.51,0.0249
D2892,1672,0,218.09,0.0219
D2893,1701,3,204.65,0.0662
D2894,2182,2,233.78,0.0071
D2895,1149,2,256.03,0.0713
D2896,721,2,236.77,0.0622
D2897,2713,7,226.09,0.0574
D2898,2760,2,254.42,0.0962
D2899,2416,2,40.01,0.0087
D2900,1244,1,158.04,0.0157
D2901,1678,0,222.83,0.0373
D2902,1930,2,159.8,0.0189
D2903,779,1,158.4,0.0741
D2904,1753,1,229.73,0.0328
D2905,1556,0,235.78,0.0028
D2906,2645,8,180.34,0.072
D2907,2442,3,193.32,0.0633
D2908,1009,2,73.99,0.0877
D2909,2797,4,158.38,0.0978
D2910,1871,5,153.77,0.0704
D2911,1452,1,257.22,0.0497
D2912,609,1,197.27,0.0883
D2913,883,2,221.05,0.0806
D2914,1514,0,192.11,0.0812
D2915,1291,0,224.66,0.0068
D2916,950,1,234.14,0.0448
D2917,1854,1,249.3,0.0796
D2918,1614,6,244.87,0.0273
D2919,949,0,141.65,0.0473
D2920,818,1,260.34,0.0426
D2921,987,1,157.5,0.0971
D2922,747,0,186.06,0.0847
D2923,1143,2,146.66,0.0051
D2924,1327,2,211.81,0.0753
D2925,586,0,156.79,0.0056
D2926,2353,1,200.63,0.043
D2927,2990,7,288.16,0.05
D2928,578,1,187.13,0.0441
D2929,2875,6,153.25,0.0062
D2930,2844,6,254.28,0.0175
D2931,1320,2,252.85,0.0674
D2932,1056,3,165.21,0.0984
D2933,2519,2,194.46,0.0693
D2934,1737,4,164.27,0.0799
D2935,1023,0,169.34,0.0075
D2936,950,1,183.05,0.0136
D2937,815,1,221.69,0.0565
D2938,588,0,124.61,0.0147
D2939,2694,1,302.25,0.0361
D2940,790,1,173.73,0.0202
D2941,1476,2,205.15,0.0692
D2942,1977,0,168.67,0.0108
D2943,1369,0,107.29,0.0103
D2944,2056,2,263.7,0.0776
D2945,2154,2,144.88,0.0076
D2946,2295,1,244.38,0.0322
D2947,848,1,185.72,0.0663
D2948,2726,1,172.52,0.0209
D2949,2606,1,178.61,0.0833
D2950,2789,6,300.15,0.0184
D2951,1760,3,149.99,0.042
D2952,2793,1,220.71,0.055
D2953,1046,1,180.35,0.0481
D2954,1305,0,188.76,0.041
D2955,2582,5,262.43,0.0663
D2956,2554,1,192.73,0.0634
D2957,2539,3,203.56,0.0889
D2958,713,1,157.32,0.0454
D2959,1022,1,157.14,0.0245
D2960,1952,3,224.59,0.0094
D2961,2631,5,174.85,0.0549
D2962,1568,4,136.61,0.004
D2963,800,2,226.95,0.0775
D2964,2208,4,183.9,0.0343
D2965,1396,0,128.13,0.0114
D2966,1324,0,266.4,0.0942
D2967,2316,2,293.13,0.0144
D2968,924,0,254.01,0.0932
D2969,2637,2,153.04,0.0662
D2970,2157,3,201.99,0.0739
D2971,1577,2,149.83,0.0607
D2972,628,0,194.5,0.0691
D2973,2901,0,216.32,0.0986
D2974,543,1,268.05,0.0653
D2975,670,0,189.46,0.0967
D2976,1327,3,319.53,0.0038
D2977,2777,5,156.27,0.0729
D2978,1800,2,192.91,0.0768
D2979,1637,0,165.19,0.047
D2980,2501,4,188.54,0.0721
D2981,1598,3,264.85,0.0754
D2982,1679,6,221.82,0.0965
D2983,838,1,152.76,0.0379
D2984,2620,5,208.25,0.0974
D2985,702,0,266.52,0.0403
D2986,2910,3,294.39,0.0812
D2987,2584,4,310.4,0.0522
D2988,1765,3,206.27,0.0208
D2989,2960,6,257.86,0.0467
D2990,2097,5,87.22,0.0408
D2991,2129,1,229.81,0.032
D2992,990,3,197.43,0.0051
D2993,2845,3,137.89,0.0896
D2994,2689,4,202.04,0.0279
D2995,1704,3,37.48,0.0368
D2996,2054,1,305.6,0.0685
D2997,587,3,268.04,0.0838
D2998,2651,5,201.42,0.0285
D2999,2956,3,258.53,0.0123
D3000,2504,1,147.45,0.0275
D3001,987,2,176.69,0.0372
D3002,698,1,169.72,0.0099
D3003,2224,0,146.46,0.0341
D3004,2474,4,248.3,0.0019
D3005,1162,3,124.08,0.0776
D3006,2856,4,282.6,0.0696
D3007,2211,4,220.76,0.0311
D3008,2705,5,211.33,0.0835
D3009,1819,0,191.54,0.0752
D3010,919,1,168.41,0.0512
D3011,1786,3,161.09,0.0439
D3012,1862,4,227.93,0.0944
D3013,2247,0,204.19,0.0335
D3014,1917,7,181.33,0.0511
D3015,896,2,163.85,0.0905
D3016,2666,1,269.95,0.0117
D3017,1735,0,246.95,0.0923
D3018,2086,4,156.03,0.0863
D3019,1567,1,182.3,0.0682
D3020,2895,2,281.01,0.035
D3021,1456,6,215.03,0.0026
D3022,1192,5,290.32,0.0295
D3023,2972,1,260.3,0.0863
D3024,2469,4,200.62,0.0645
D3025,888,1,259.69,0.0995
D3026,582,1,137.27,0.0685
D3027,2806,2,163.52,0.0774
D3028,793,2,179.58,0.0908
D3029,1715,0,179.55,0.0339
D3030,1028,1,123.53,0.071
D3031,1860,6,160.35,0.0782
D3032,1970,1,233.23,0.0168
D3033,1836,0,225.52,0.0654
D3034,2747,7,216.08,0.0585
D3035,2053,6,236.78,0.0986
D3036,1481,1,171.49,0.0494
D3037,1464,1,156.73,0.0269
D3038,1993,2,199.21,0.0969
D3039,1971,1,174.7,0.0377
D3040,1956,4,301.78,0.0881
D3041,2175,3,177.37,0.0775
D3042,2721,9,169.08,0.0148
D3043,1972,1,151.54,0.0948
D3044,711,0,242.55,0.0409
D3045,2229,2,236.1,0.0102
D3046,2758,4,167.41,0.0317
D3047,2070,3,241.62,0.036
D3048,1082,2,209.79,0.0737
D3049,2889,2,357.02,0.0308
D3050,2327,6,192.52,0.0499
D3051,2996,0,264.14,0.0782
D3052,2589,3,187.76,0.074
D3053,1241,2,198.89,0.0995
D3054,2399,3,268.43,0.0599
D3055,1189,0,133.1,0.0923
D3056,707,0,288.27,0.0303
D3057,2265,5,200.03,0.0925
D3058,791,2,197.79,0.0246
D3059,1723,1,335.13,0.0143
D3060,1483,0,91.19,0.0883
D3061,2072,2,181.73,0.0179
D3062,2848,0,135.98,0.092
D3063,1607,2,137.51,0.0251
D3064,2377,3,243.68,0.0867
D3065,2431,2,286.89,0.023
D3066,2122,1,150.59,0.0396
D3067,1765,0,238.46,0.0805
D3068,2215,4,220.45,0.086
D3069,1339,2,220.98,0.0724
D3070,1034,2,170.66,0.0612
D3071,1552,1,234.21,0.0352
D3072,2214,2,206.73,0.0012
D3073,1954,3,279.66,0.057
D3074,1565,4,161.59,0.0982
D3075,1471,2,209.69,0.0677
D3076,1988,1,199.68,0.007
D3077,937,3,181.8,0.0127
D3078,2458,2,136.66,0.091
D3079,2606,3,201.07,0.0769
D3080,1485,3,259.03,0.0708
D3081,1697,2,180.66,0.023
D3082,1664,2,215.97,0.0117
D3083,1091,2,200.3,0.0354
D3084,2913,1,240.0,0.0982
D3085,1303,4,256.37,0.0748
D3086,2352,3,157.7,0.0254
D3087,2756,4,107.15,0.0728
D3088,2299,3,183.53,0.0283
D3089,867,0,248.44,0.0943
D3090,558,1,93.87,0.0135
D3091,2964,6,301.37,0.0837
D3092,1522,1,215.75,0.0138
D3093,1989,1,131.41,0.0311
D3094,2827,4,223.36,0.0462
D3095,2800,5,187.64,0.041
D3096,583,3,242.33,0.0198
D3097,1158,3,173.58,0.0546
D3098,2838,0,150.98,0.0344
D3099,695,3,166.43,0.0555
D3100,2513,2,202.0,0.0813
D3101,2774,3,178.89,0.0992
D3102,1789,3,175.48,0.0205
D3103,703,1,172.46,0.0568
D3104,2186,2,148.58,0.0916
D3105,1828,0,310.17,0.0995
D3106,2783,5,231.61,0.0149
D3107,1776,1,185.94,0.0916
D3108,519,0,187.05,0.0219
D3109,518,1,213.16,0.0053
D3110,2216,4,199.85,0.0333
D3111,2318,5,218.82,0.0744
D3112,2467,2,230.32,0.0728
D3113,644,1,223.93,0.0724
D3114,826,1,230.95,0.0833
D3115,2631,5,143.76,0.0973
D3116,1113,5,122.88,0.0036
D3117,789,1,182.21,0.05
D3118,964,0,245.8,0.0861
D3119,2787,4,190.08,0.0605
D3120,2912,4,146.66,0.0539
D3121,782,2,259.83,0.0846
D3122,961,2,181.09,0.0074
D3123,2995,6,163.66,0.0049
D3124,1327,0,252.26,0.0469
D3125,1958,4,229.58,0.0023
D3126,2346,0,277.69,0.0752
D3127,563,1,67.25,0.0455
D3128,2490,4,212.07,0.0788
D3129,2162,3,137.68,0.0466
D3130,1302,1,236.21,0.0299
D3131,2557,2,360.8,0.014
D3132,2479,2,156.27,0.0018
D3133,553,0,84.85,0.0995
D3134,1684,2,104.23,0.0777
D3135,698,1,168.17,0.0928
D3136,1595,1,140.78,0.0243
D3137,1698,2,164.19,0.0627
D3138,1332,0,127.78,0.0357
D3139,1394,1,186.7,0.0775
D3140,678,1,166.81,0.0854
D3141,1204,2,157.42,0.0976
D3142,1935,2,189.97,0.0161
D3143,2010,6,179.22,0.0593
D3144,2383,5,181.38,0.0409
D3145,2253,2,126.02,0.0932
D3146,2612,3,143.9,0.0128
D3147,1193,2,257.87,0.0847
D3148,2126,3,257.47,0.0228
D3149,1942,4,204.77,0.0793
D3150,2579,0,239.05,0.0987
D3151,562,0,53.45,0.0754
D3152,678,0,298.66,0.0119
D3153,571,1,185.91,0.0063
D3154,1642,4,156.44,0.0881
D3155,1792,5,114.56,0.0146
D3156,1621,1,192.64,0.0595
D3157,2872,4,154.61,0.0113
D3158,1213,3,161.11,0.0096
D3159,2194,5,185.37,0.0998
D3160,1633,1,100.55,0.0474
D3161,1298,3,137.74,0.0112
D3162,2854,1,195.62,0.0377
D3163,843,0,242.01,0.0425
D3164,668,0,198.11,0.0462
D3165,1081,1,170.54,0.0192
D3166,2927,7,156.02,0.0368
D3167,621,0,129.97,0.0252
D3168,1024,0,175.74,0.0878
D3169,2596,5,121.57,0.0265
D3170,726,2,266.45,0.0973
D3171,656,0,269.69,0.0633
D3172,2811,2,117.75,0.0319
D3173,617,0,150.72,0.0013
D3174,1721,1,138.68,0.0954
D3175,1379,1,44.37,0.0416
D3176,1170,3,210.77,0.0972
D3177,850,1,267.92,0.0263
D3178,1937,1,253.17,0.0313
D3179,698,2,161.89,0.0085
D3180,1720,1,84.54,0.0472
D3181,2002,4,177.87,0.0689
D3182,2287,3,303.56,0.0135
D3183,641,1,161.4,0.0244
D3184,2272,3,227.46,0.0259
D3185,512,0,85.03,0.0891
D3186,2645,6,290.05,0.0583
D3187,2035,3,162.99,0.0348
D3188,1516,2,110.04,0.0378
D3189,2857,2,186.82,0.0432
D3190,1217,3,230.5,0.0523
D3191,2525,3,152.14,0.0562
D3192,2983,4,228.9,0.053
D3193,2630,4,202.38,0.0246
D3194,2664,2,283.92,0.0612
D3195,1623,1,171.27,0.0257
D3196,2758,2,289.74,0.0368
D3197,1297,0,248.39,0.0684
D3198,537,1,196.66,0.0332
D3199,951,2,223.27,0.0326
D3200,2810,6,202.16,0.0166
D3201,2785,4,179.12,0.0583
D3202,1279,3,156.33,0.0995
D3203,2973,2,187.42,0.0457
D3204,2512,2,258.73,0.0181
D3205,565,1,202.53,0.0112
D3206,2517,3,205.32,0.0983
D3207,862,1,183.14,0.0803
D3208,2561,2,205.93,0.0632
D3209,2344,2,193.11,0.0328
D3210,511,2,158.22,0.0111
